ID,Target
ID_nnVdrtKX,eƒo nu nam
ID_noJJRSAS,ke hã ame aɖeke meli o
ID_nordXNeV,ke hã ame aɖeke meli o
ID_nqJJBRir,ke hã ame siwo le eme la
ID_nrdalMRn,ke hã ame aɖeke meli o
ID_nruugbYk,ke hã ame siwo le eme la
ID_nrxUfVUi,ke hã ame aɖeke meli o
ID_nseDflud,ke hã hã ame aɖeke meli o
ID_nswcLaZV,eƒo nu nam
ID_nvBLAEkf,eƒo nu tso eŋu
ID_nxRmsNCY,ke hã hã hã ame aɖeke meli o
ID_nxnntGwQ,eƒo nu tso eŋu
ID_nxsleywe,ke hã hã ame aɖeke meli o
ID_nyTaNIis,ke hã ame siwo le eme la
ID_nzNntoKR,ke hã ame aɖeke meli o
ID_oAOLRYel,ke hã ame aɖeke meli o
ID_oBOuBLWq,ke hã hã hã ame aɖeke meli o
ID_oCEPagoT,eƒo nu tso eŋu
ID_oCPRaoeG,ke hã hã ame aɖeke meli o
ID_oDlGlGmT,ke hã ame aɖeke meli o
ID_oFBTuYPZ,ke hã ame aɖeke meli o
ID_oGFTFwlV,ke hã ame aɖeke meli o
ID_oGkaHaHR,ke hã ame aɖeke meli o
ID_oHRPtUBW,ke hã hã hã ame aɖeke meli o
ID_oHuwvhMe,eƒo nu tso eŋu
ID_oJAqhJEz,ke hã hã ame aɖeke meli o
ID_oJAxVGkp,ke hã ame siwo le eme la
ID_oKKddjNT,ke hã hã ame aɖeke meli o
ID_oKrztAaW,ke hã ame siwo le eme la enye be woado ŋgɔ na mi
ID_oNQZEhxQ,ke hã ame aɖeke meli o
ID_oNUMiqIX,eƒo nu tso eŋu
ID_oQprJUlm,eƒo nu nam
ID_oRLECycP,ke hã ame aɖeke meli o
ID_oSHlUeNy,ke hã hã ame aɖeke meli o
ID_oSvBhLma,eƒo nu tso eŋu
ID_oTBovtie,ke hã ame aɖeke meli o
ID_oUZVPFxj,eƒo nu tso eŋu
ID_oVsgfEKI,ke hã ame aɖeke meli o
ID_oWUuiLxD,ke hã hã ame aɖeke meli o
ID_oWseYkFt,ke hã ame aɖeke meli o
ID_oXMUGqjt,eƒo nu nam
ID_oYfMGwoa,eƒo nu tso eŋu
ID_oaHskthV,eƒo nu tso eŋu
ID_ocpuJnnm,ke hã hã ame aɖeke meli o
ID_ocpxnydj,ke hã ame aɖeke meli o
ID_odIDARgO,eƒo nu nam
ID_odzpQUCK,ke hã ame aɖeke meli o
ID_oeOdWRvQ,ke hã ame sia ame ame aɖeke meli o
ID_oenUpkAI,ke hã ame sia ame ame aɖeke meli o
ID_ojTXvAwu,eƒo nu nam
ID_ojlKjnnO,eƒo nu tso eŋu
ID_okEkfnAe,eƒo nu tso eŋu
ID_olNzbDnI,ke hã hã hã ame aɖeke meli o
ID_olTvYXmy,ke hã ame aɖeke meli o
ID_omULvkwo,ke hã hã ame aɖeke meli o
ID_onMdgYxy,eƒo nu tso mia ŋu
ID_onmSmseC,ke hã hã ame aɖeke meli o
ID_opZNioPz,ke hã ame siwo le eme la
ID_oqjBpxxv,eƒo nu tso eŋu
ID_oqrkbwgn,eƒo nu nam
ID_orhtMflN,ke hã hã ame aɖeke meli o
ID_ormjDAzn,eƒo nu nam
ID_osEZXCgx,eƒo nu tso eŋu
ID_otNOWwpb,ke hã ame aɖeke meli o
ID_otOfmYzt,ke hã ame aɖeke meli o
ID_otnwmEVU,eƒo nu nam
ID_ouXLkAqf,ke hã ame siwo le eme la
ID_ounsiXhn,ke hã hã ame aɖeke meli o
ID_ovhYuvzo,ke hã ame aɖeke meli o
ID_owKNjhXU,eƒo nu tso eŋu
ID_oxPfwcLt,ke hã ame aɖeke meli o
ID_ozhbZaWC,eƒo nu nam
ID_pALAkDhL,ke hã hã ame aɖeke meli o
ID_pAVCoKKO,eƒo nu nam
ID_pAWWjxar,ke hã hã ame aɖeke meli o
ID_pAcoTDHH,ke hã ame siwo le eme la enye be woade ŋgɔ na mi
ID_pCVivHKe,eƒo nu nam
ID_pDSIKNPO,ke hã ame aɖeke meli o
ID_pEOGPSVc,eƒo nu tso eŋu
ID_pEmpfZmC,ke hã ame aɖeke meli o
ID_pFalbbzH,eƒo nu nam
ID_pFfDcccO,ke hã ame aɖeke meli o
ID_pGnDivHa,ke hã ame aɖeke meli o
ID_pHKbeRFQ,ke hã ame aɖeke meli o
ID_pHpJbGtT,eƒo nu nam
ID_pHzhjxrm,ke hã hã ame aɖeke meli o
ID_pIuKmUBP,ke hã hã ame aɖeke meli o
ID_pIwIYbhz,ke hã ame aɖeke meli o
ID_pKCwboWV,ke hã hã ame aɖeke meli o
ID_pKInlVdb,eƒo nu nam
ID_pKLbqalf,eƒo nu tso eŋu
ID_pKpbXlNF,ke hã ame siwo le eme la
ID_pLUgVyeH,ke hã hã ame aɖeke meli o
ID_pMtFqFsa,ke hã ame aɖeke meli o
ID_pOKvBNTe,ke hã hã hã megblɔe o
ID_pPswFNvL,ke hã ame siwo le eme la
ID_pQcONPeR,eƒo nu tso eŋu
ID_pRBgROUL,ke hã ame aɖeke meli o
ID_pRSbPhgH,eƒo nu nam
ID_pSUQOPIJ,eƒo nu nam
ID_pSWxhHfE,eƒo nu nu tso ame siwo le vevie
ID_pTaEzCHL,ke hã hã ame aɖeke meli o
ID_pVMVjsnQ,ke hã ame aɖeke meli o
ID_pVPVLoeI,ke hã ame aɖeke meli o
ID_pVpFlRhB,eƒo nu tso eŋu
ID_pZOAiyKZ,eƒo nu tso eŋu
ID_pZaoYOoH,ke hã ame siwo le eme la
ID_pZbcufSy,ke hã ame siwo le eme la
ID_paMcvVYM,ke hã ame sia ame ɖe sia ɖe sia ɖe ame ŋu
ID_paeJLHzE,ke hã ame aɖeke meli o
ID_pdTVRSIC,ke hã ame sia ame ame aɖeke meli o
ID_peoKkHyt,ke hã ame sia ame ame aɖeke meli o
ID_pfSSuxFH,ke hã ame aɖeke meli o
ID_pjlbXkyS,eƒo nu tso eŋu
ID_pkRXojSr,eƒo nu nam
ID_pldWaUHs,ke hã hã ame aɖeke meli o
ID_pmBMamwD,eƒo nu nam
ID_pmZzebvL,ke hã hã ame aɖeke meli o
ID_pnlUeyJw,ke hã ame aɖeke meli o
ID_pnlWQEOW,ke hã hã ame aɖeke meli o
ID_ppCGIxIT,ke hã hã ame aɖeke meli o
ID_ppUioFoc,ke hã ame aɖeke meli o
ID_ppUvtQix,ke hã ame aɖeke meli o
ID_prmGLgZP,eƒo nu tso eŋu
ID_prvmGFbi,ke hã ame aɖeke meli o
ID_psNeRrVV,ke hã ame aɖeke meli o
ID_ptgLZzxf,eƒo nu nam
ID_ptknpyrm,ke hã ame aɖeke mele o
ID_pubfdRHF,eƒo nu nam
ID_pvPAxoJQ,"le ƒè eve megbe la, ame sia ame ɖe sia ɖe sia ɖe sia ɖe go"
ID_pwOYgLui,ke hã hã ame aɖeke meli o
ID_pxyKnonX,ke hã ame aɖeke meli o
ID_pyNYJdBD,ke hã ame aɖeke meli o
ID_pyrkNBhM,eƒo nu tso eŋu
ID_pzuferDk,ke hã hã ame aɖeke meli o
ID_qAZzmhHS,eƒo nu nam
ID_qBVqqqLQ,eƒo nu tso eŋu
ID_qBkhqsGF,ke hã hã hã ame aɖeke meli o
ID_qBnOLPgr,eƒo nu tso eŋu
ID_qEQSvubN,ke hã ame aɖeke meli o
ID_qEYcfQwE,eƒo nu tso eŋu
ID_qFQiCLXM,ke hã hã ame aɖeke meli o
ID_qFeUvFuQ,ke hã hã ame aɖeke meli o
ID_qGcKkhgT,ke hã ame aɖeke meli o
ID_qHIlJojE,ke hã ame aɖeke meli o
ID_qInRVUvw,ke hã ame aɖeke meli o
ID_qJfVWCOP,ke hã ame sia ame ame aɖeke meli o
ID_qKnImsnH,eƒo nu nam
ID_qKrVdXFz,ke hã hã ame aɖeke meli o
ID_qLFhDyQS,ke hã ame siwo le eme la
ID_qLxMWTkM,ke hã ame aɖeke meli o
ID_qMotRxwC,ke hã hã hã meteŋu kpɔ o
ID_qMuKusLt,ke hã ame aɖeke meli o
ID_qOKoIyyy,eƒo nu tso eŋu
ID_qOoaaquW,eƒo nu tso eŋu
ID_qPNeKJcg,eƒo nu tso eŋu
ID_qRGngzfd,ke hã ame sia ame ame aɖeke mele o
ID_qRldPqBh,ke hã ame aɖeke meli o
ID_qSJkDyOr,ke hã ame siwo le eme la enye be woado ŋgɔ
ID_qSnuhrkt,eƒo nu nam
ID_qTVPEIiy,ke hã hã hã ame aɖeke meli o
ID_qTwnrEHB,ke hã ame siwo le eme la
ID_qUQGLFex,ke hã ame siwo le vevie la
ID_qVIsUeUU,eƒo nu nam
ID_qWpNDbzX,eƒo nu nam
ID_qXaIVFjF,ke hã hã ame aɖeke meli o
ID_qYsgKmTO,ke hã ame sia ame ɖe sia ɖe ame dzi
ID_qYwMDLDn,eƒo nu tso eŋu
ID_qavSaMAI,ke hã ame aɖeke meli o
ID_qbtZjhuS,ke hã ame aɖeke meli o
ID_qcBDSEXB,ke hã ame aɖeke meli o
ID_qcgTXcqD,eƒo nu nam
ID_qcpJySnA,eƒo nu nam
ID_qdQuwDVn,ke hã ame aɖeke meli o
ID_qdvZkjut,ke hã hã ame aɖeke meli o
ID_qhYBCAFm,ke hã ame aɖeke meli o
ID_qjczrlrV,ke hã ame aɖeke meli o
ID_qjoTqjpB,ke hã hã ame aɖeke meli o
ID_qkXMdWpB,ke hã ame aɖeke meli o
ID_qkoXZofe,eƒo nu tso eŋu
ID_qkvJxFxY,ke hã hã hã ame aɖeke meli o
ID_qmKLHTri,ke hã hã ame aɖeke meli o
ID_qnLNvWFx,ke hã ame aɖeke meli o
ID_qoNPpYUl,ke hã hã ame aɖeke meli o
ID_qoaoteSt,ke hã hã ame aɖeke meli o
ID_qoclpNRS,eƒo nu nam
ID_qpFfczDx,eƒo nu nam
ID_qpmKJYYu,ke hã ame aɖeke meli o
ID_qpxJfXRL,ke hã hã ame aɖeke meli o
ID_qpyJGUBP,ke hã hã ame aɖeke meli o
ID_qsJVSbyb,ke hã hã ame aɖeke meli o
ID_qsVgMqEs,eƒo nu tso eŋu
ID_qtdHyQoi,eƒo nu nam
ID_quzzTtVH,ke hã hã ame aɖeke meli o
ID_qvYrwCvT,ke hã ame aɖeke meli o
ID_qxYbCszu,ke hã ame aɖeke meli o
ID_qxwkjcKZ,eƒo nu tso eŋu
ID_qzZSzQUZ,ke hã hã ame aɖeke meli o
ID_rARTrtzA,eƒo nu nam
ID_rAvPzzmd,eƒo nu tso eŋu
ID_rBJacBWa,ke hã ame siwo le eme la
ID_rBOrVEyA,eƒo nu nam
ID_rCDhdotE,ke hã hã ame aɖeke meli o
ID_rCgUgtDh,ke hã ame aɖeke meli o
ID_rFGfHABN,eƒo nu le eme
ID_rFJiFTEC,eƒo nu nam
ID_rHIoWKNn,ke hã ame aɖeke meli o
ID_rKaiSiBj,ke hã ame aɖeke meli o
ID_rLwfvpvr,ke hã hã ame aɖeke meli o
ID_rLyLtYOd,ke hã ame aɖeke meli o
ID_rMQNNtEv,ke hã ame siwo le vevie la enye be woade ŋgɔ na mi
ID_rNCQORzp,eƒo nu tso eŋu
ID_rNVjAAHD,ke hã ame aɖeke meli o
ID_rPteIhCn,ke hã ame aɖeke meli o
ID_rQYoVPsv,ke hã ame sia ame ame aɖeke meli o
ID_rQxiCyUt,ke hã ame aɖeke meli o
ID_rRAxBhAZ,ke hã ame siwo le eme la
ID_rSsWSPXg,eƒo nu tso eŋu
ID_rTosqpoy,eƒo nu tso eŋu
ID_rVVnRxfp,ke hã ame sia ame ame aɖeke meli o
ID_rXBnRStb,ke hã hã ame aɖeke meli o
ID_rXLGVUQq,ke hã hã ame aɖeke meli o
ID_rXiaMCvY,ke hã ame aɖeke meli o
ID_rYMEBKVD,ke hã ame aɖeke meli o
ID_rYycHYxv,eƒo nu tso eŋu
ID_rZlSilll,ke hã ame aɖeke meli o
ID_raNHrXnp,ke hã hã hã ame aɖeke meli o
ID_raXzGxJi,ke hã ame siwo le vevie
ID_rakXxaVD,eƒo nu tso eŋu
ID_rbjtGZjD,ke hã ame aɖeke meli o
ID_rcGCizre,ke hã ame siwo le eme la
ID_rcYfJwCH,ke hã hã ame aɖeke meli o
ID_rdRKMaEN,ke hã ame aɖeke meli o
ID_rdcrnMLt,eƒo nu tso eŋu
ID_rfHpyVXF,eƒo nu nam
ID_rfMpArdk,ke hã hã hã megblɔe na mi o
ID_rfTGLgXz,ke hã hã ame aɖeke meli o
ID_rgRZEnPA,ke hã hã ame aɖeke meli o
ID_rgVJDiQN,ke hã ame aɖewo koe nye be woado dzidzɔ nam
ID_rgdDRwxN,eƒo nu tso eŋu
ID_rhPHMgCk,ke hã hã ame aɖeke meli o
ID_rjvkDItg,eƒo nu tso eŋu
ID_rkWIRHwC,ke hã hã ame aɖeke meli o
ID_rkpnDJLX,ke hã ame aɖeke meli o
ID_rlvtWHKF,eƒo nu tso eŋu
ID_rmEYYnhR,ke hã ame aɖeke meli o
ID_rnzarfEh,ke hã hã ame aɖeke meli o
ID_rpFHblva,ke hã hã ame aɖeke meli o
ID_rpNODqTO,eƒo nu tso eŋu
ID_rrWMHCIX,eƒo nu tso eŋu
ID_rtxppvsM,ke hã ame aɖeke meli o
ID_rwzlrqMe,eƒo nu nam
ID_ryQpKdiZ,ke hã hã ame aɖeke mele o
ID_rzaccETA,ke hã hã ame aɖeke mele o
ID_rzuOMAPp,eƒo nu tso eŋu
ID_sBPDjGnf,eƒo nu nam
ID_sBSuFizt,ke hã hã ame aɖeke meli o
ID_sBbyKdVU,eƒo nu tso eŋu
ID_sBnQRmwm,ke hã hã ame aɖeke meli o
ID_sCgcLIOn,eƒo nu nam
ID_sDHRZzMV,ke hã ame aɖeke meli o
ID_sDUJnjAw,ke hã hã ame aɖeke meli o
ID_sDkNKBFm,eƒo nu tso eŋu
ID_sDtGdKvv,ke hã hã ame aɖeke meli o
ID_sDuwKLzO,ke hã ame aɖeke meli o
ID_sFWAZYsS,ke hã hã hã ame aɖeke meli o
ID_sGmuooFo,ke hã hã ame aɖeke meli o
ID_sGudNOSP,ke hã ame aɖeke meli o
ID_sHHiLxfU,ke hã ame aɖeke meli o
ID_sHuArqDs,ke hã ame aɖeke meli o
ID_sIrmdQUS,ke hã ame siwo le eme la
ID_sJuIcsyL,ke hã hã ame aɖeke meli o
ID_sKbxKhVk,ke hã ame aɖeke meli o
ID_sMyTAvCT,ke hã ame aɖeke meli o
ID_sNZUcIVm,eƒo nu nam
ID_sTGxtWba,ke hã ame aɖeke meli o
ID_sUZeotTS,ke hã ame aɖeke meli o
ID_sVZEvFhl,ke hã ame aɖeke meli o
ID_sVrQeBdm,eƒo nu tso eŋu
ID_sVwAIyPk,eƒo nu tso eŋu
ID_sWFoHOQH,eƒo nu tso eŋu
ID_sZdVoqfZ,eƒo nu nam
ID_saXaxcoc,ke hã ame aɖeke meli o
ID_samBFipy,ke hã ame aɖeke meli o
ID_sbUSXYml,ke hã ame aɖeke meli o
ID_sdTLuTJF,ke hã hã ame aɖeke meli o
ID_seHwMkOf,ke hã hã ame aɖeke meli o
ID_sepnXGFx,ke hã ame aɖeke meli o
ID_shYuDTeK,ke hã hã ame aɖeke meli o
ID_shaysuDI,ke hã hã ame aɖeke meli o
ID_shsqKStE,ke hã hã ame aɖeke meli o
ID_siRQzJKk,ke hã ame aɖeke meli o
ID_sipexjrL,ke hã ame aɖeke meli o
ID_sjVgqVgY,eƒo nu nam
ID_sjrdOomL,ke hã hã ame aɖeke meli o
ID_skTzMUyQ,ke hã hã ame aɖeke meli o
ID_skoEEVjr,le ƒè eve me
ID_slUiggEX,ke hã ame aɖeke meli o
ID_slthvsRL,ke hã ame aɖeke meli o
ID_stAEnCoT,eƒo nu tso eŋu
ID_svyRHpSN,ke hã ame aɖeke meli o
ID_swriqiwr,ke hã ame aɖeke meli o
ID_sxPJkwWx,ke hã ame siwo le eme la
ID_szftfLzP,ke hã ame aɖeke meli o
ID_tAZNyfMm,eƒo nu tso eŋu
ID_tBHROqfe,ke hã ame aɖeke meli o
ID_tBkjsBYo,ke hã ame aɖeke meli o
ID_tBohylao,ke hã ame aɖeke meli o
ID_tCrvoUAS,ke hã ame siwo le vevie la enye be yeanya nu si le vevie
ID_tDBpaHXz,eƒo nu nam
ID_tEGsuAmr,ke hã ame siwo le eme la
ID_tESpOOil,ke hã ame aɖeke meli o
ID_tGBqiDgd,eƒo nu nam
ID_tJiJWWXl,ke hã ame aɖeke meli o
ID_tJrugYKD,ke hã ame siwo le vevie la enye be yeanya nu si le vevie
ID_tKLNcXmb,ke hã hã ame aɖeke meli o
ID_tODnTpWf,ke hã ame aɖeke meli o
ID_tOekXRky,"ke hã ame sia ame ɖe ame siwo le vevie la ,o"
ID_tOgMDemv,ke hã hã ame aɖeke meli o
ID_tPIUrnEs,eƒo nu nam
ID_tQCRNIxU,ke hã hã ame aɖeke meli o
ID_tROwqXMF,eƒo nu tso eŋu
ID_tRPEEWjv,ke hã ame aɖeke meli o
ID_tThShlQE,ke hã ame aɖeke meli o
ID_tTqAFWIV,ke hã ame aɖeke meli o
ID_tVTmRUmn,ke hã hã ame aɖeke meli o
ID_tXSdzsFD,ke hã hã ame aɖeke meli o
ID_tYPyPzgI,ke hã hã ame aɖeke meli o
ID_tZpPzwpK,ke hã hã ame aɖeke meli o
ID_taQvCSCl,ke hã ame aɖeke meli o
ID_teQhkCsa,ke hã ame aɖeke meli o
ID_teYcubbf,ke hã ame aɖeke meli o
ID_tfwgmjag,ke hã ame sia ame ame aɖeke meli o
ID_thODNLkJ,eƒo nu nam
ID_thYlixXK,eƒo nu tso eŋu
ID_thddWIcr,ke hã ame aɖeke meli o
ID_thiBavod,ke hã ame siwo le eme la
ID_tiYWkmAp,ke hã hã ame aɖeke meli o
ID_tiutlrpN,ke hã ame aɖeke meli o
ID_tjGiqSZq,ke hã ame aɖeke meli o
ID_tjywEBgI,eƒo nu tso eŋu
ID_tmPnqQCM,ke hã ame siwo le vevie la enye be yeanya nu si le vevie
ID_tnGrNOuF,eƒo nu tso eŋu
ID_tnalZkBy,eƒo nu nam
ID_tomJKPin,ke hã ame aɖeke meli o
ID_tovUAEEE,ke hã ame aɖeke meli o
ID_tpBnGCDD,ke hã ame siwo le vevie la enye be woaxlẽ nu siwo le vevie
ID_tpEsRDoU,ke hã ame aɖeke meli o
ID_tpRnSvKm,ke hã ame aɖeke meli o
ID_tpWdmkCA,eƒo nu nam
ID_tqPghZGv,ke hã ame aɖeke meli o
ID_tqRrUDff,ke hã ame siwo le eme la
ID_tqwMzxhp,ke hã ame aɖeke meli o
ID_ttfSZgep,ke hã hã hã ame aɖeke meli o
ID_ttnRjdtz,eƒo nu nam
ID_tvVpLlnY,eƒo nu tso eŋu
ID_tzWxBLNk,ke hã ame siwo le eme la
ID_uAONFhxR,ke hã ame siwo le eme la meƒo nu o
ID_uAliKlcd,ke hã ame aɖeke meli o
ID_uApwSHoJ,ke hã ame aɖeke meli o
ID_uBVcapHc,eƒo nu nam
ID_uCTaUFfz,ke hã hã hã ame aɖeke meli o
ID_uCYTgNWU,ke hã ame aɖeke meli o
ID_uCskMJuE,ke hã ame sia ame ame aɖeke meli o
ID_uEgEmvuT,ke hã ame siwo le eme la
ID_uHYTYVSD,ke hã hã ame aɖeke meli o
ID_uJgkrHlR,eƒo nu nam
ID_uJmfnxvK,ke hã hã ame aɖeke meli o
ID_uJwhOgjI,eƒo nu nam
ID_uKbqnhxt,eƒo nu tso eŋu
ID_uNCgxBpw,ke hã ame aɖeke meli o
ID_uOXhcjnW,ke hã ame aɖeke meli o
ID_uOgSrvpJ,ke hã ame siwo le eme la
ID_uPHekJCO,eƒo nu nam
ID_uRpUZoEn,ke hã hã ame aɖeke meli o
ID_uRvYBrEh,ke hã ame siwo le vevie la enye be yeanya nu si woŋlɔ nu le vevie
ID_uSwwguGe,ke hã hã ame aɖeke meli o
ID_uTjWYojs,ke hã hã hã hã hã hã eɖoe
ID_uUJxGStk,ke hã hã hã ame aɖeke meli o
ID_uUnektqu,ke hã ame aɖeke meli o
ID_uWfWBOzZ,ke hã ame aɖeke meli o
ID_uYtmnlBe,ke hã hã ame aɖeke meli o
ID_uZAdUhpk,ke hã hã ame aɖeke meli o
ID_uaIqNCPE,ke hã ame aɖeke meli o
ID_uatPDXYw,ke hã ame aɖeke meli o
ID_ubHfiruq,ke hã hã ame aɖeke meli o
ID_ubjBBWSf,eƒo nu nam
ID_ucJqphQw,ke hã ame aɖeke meli o
ID_ucUAuBCL,ke hã ame aɖeke meli o
ID_ucZPpWca,ke hã ame aɖeke meli o
ID_udSyRmIm,ke hã hã ame aɖeke meli o
ID_udegbtMA,ke hã ame aɖeke meli o
ID_udfqSuTL,eƒo nu tso eŋu
ID_ueJPTQfs,ke hã hã ame aɖeke meli o
ID_ueVIOHNH,ke hã ame siwo le eme la enye be woado dzidzɔ na mi
ID_uefezjAQ,ke hã hã hã ame aɖeke meli o
ID_ufdlFdBj,ke hã ame aɖeke meli o
ID_ufpoBZks,ke hã hã ame aɖeke meli o
ID_uhXWyoHH,ke hã ame aɖeke meli o
ID_uiQimbgd,ke hã ame aɖeke meli o
ID_uifbuCiI,ke hã ame aɖeke meli o
ID_ujQdKRWC,ke hã ame aɖeke meli o
ID_ujSpVhcu,ke hã hã ame aɖeke meli o
ID_ukQHYZIH,ke hã ame siwo le eme la
ID_ukSoaoWK,ke hã ame aɖeke meli o
ID_unBEhZWG,ke hã ame aɖeke meli o
ID_unEDVXyQ,eƒo nu tso eŋu
ID_uoQarhzk,eƒo nu nam
ID_uobEHmDB,ke hã hã ame aɖeke meli o
ID_upEungVy,ke hã hã ame aɖeke meli o
ID_uqXrYsNA,ke hã ame siwo le eme la enye be woade ŋgɔ na mi
ID_usRDEgmQ,ke hã ame aɖeke meli o
ID_usSuFoGa,ke hã hã ame aɖeke meli o
ID_uscQfJHz,ke hã hã ame aɖeke meli o
ID_ushGoydb,ke hã ame sia ame ame aɖeke meli o
ID_uuMoEgjV,ke hã ame aɖeke meli o
ID_uubZmbgT,ke hã hã ame aɖeke meli o
ID_uucYbSiD,ke hã ame aɖeke meli o
ID_uucwECrF,eƒo nu nam
ID_uumoVCvV,ke hã hã ame aɖeke meli o
ID_uusmXPlr,eƒo nu tso eŋu
ID_uuxVMwSY,eƒo nu nam
ID_uvxAHXBC,ke hã hã ame aɖeke meli o
ID_uykpwNnf,ke hã ame aɖeke meli o
ID_vAlKoNCz,eƒo nu nam
ID_vAoVXmmG,ke hã hã ame aɖeke meli o
ID_vBLRccwm,ke hã ame aɖeke meli o
ID_vBkfGvRL,eƒo nu tso eŋu
ID_vCbTZJHg,ke hã ame aɖeke meli o
ID_vDStRbhb,ke hã hã ame aɖeke meli o
ID_vDYxmHEf,ke hã ame siwo le eme la
ID_vDslDVrG,ke hã ame aɖeke meli o
ID_vEIyNiZn,ke hã hã ame aɖe si le vevie la ekem
ID_vFYiOatf,ke hã ame aɖeke meli o
ID_vGAbzIaw,ke hã ame aɖeke meli o
ID_vHnDZHba,ke hã hã ame aɖeke meli o
ID_vHuMNflZ,ke hã ame aɖeke meli o
ID_vIXiuwBF,eƒo nu nam
ID_vIrPZKiD,ke hã ame aɖeke meli o
ID_vLcvJatf,ke hã hã ame aɖeke meli o
ID_vMOzaYNK,ke hã ame siwo le vevie la enye be woaxlẽ agbãlɛ siwo le vevie
ID_vMXVPOlI,ke hã ame aɖe si le eme la meŋlɔ nu o
ID_vMuvQmae,eƒo nu tso eŋu
ID_vMwFctuj,ke hã ame aɖeke meli o
ID_vMybXkUl,ke hã hã ame aɖeke meli o
ID_vOtcscdi,eƒo nu nam
ID_vOvMwOij,ke hã ame aɖeke meli o
ID_vOvONYev,ke hã ame aɖeke meli o
ID_vPYoqTTC,ke hã ame aɖeke meli o
ID_vPeGVPND,eƒo nu tso eŋu
ID_vSEKKbov,ke hã ame aɖeke meli o
ID_vTSFQWKZ,eƒo nu tso eŋu
ID_vTgBDVoX,eƒo nu tso eŋu
ID_vUOHTrqE,ke hã hã hã ame aɖeke meli o
ID_vUWiBLPk,ke hã ame aɖeke meli o
ID_vVgUFkAy,ke hã ame aɖeke meli o
ID_vZTetdRB,ke hã ame aɖeke meli o
ID_vZmmnYJG,eƒo nu tso eŋu
ID_vaOdvXli,ke hã ame siwo le eme la
ID_vadvnTns,ke hã ame aɖeke meli o
ID_vcGHHfzw,eƒo nu tso eŋu
ID_vcIFtenF,ke hã ame aɖeke meli o
ID_vcRWHUuz,eƒo nu tso eŋu
ID_vdRHYXss,ke hã ame aɖeke meli o
ID_vetzBkWj,ke hã ame aɖeke meli o
ID_vgJQRWRK,eƒo nu tso eŋu
ID_vhLwpreV,ke hã ame siwo le eme la enye be woado dzidzɔ na wo
ID_vhbVqxRf,ke hã ame aɖeke meli o
ID_vheBVQrW,eƒo nu tso eŋu
ID_vhlmpCoB,eƒo nu nam
ID_vhvUzZHD,ke hã ame aɖeke meli o
ID_vjRuMhCB,eƒo nu nam
ID_vjfwolVT,ke hã hã hã ame aɖeke meli o
ID_vkAZIzpu,ke hã ame aɖeke meli o
ID_vkYFeRZQ,ke hã ame sia ame ame aɖeke mele o
ID_vladEeIk,ke hã ame aɖeke meli o
ID_vmZTHtVA,ke hã ame aɖeke meli o
ID_votLzsSf,ke hã ame sia ame ame aɖeke meli o
ID_vpHwCSLc,ke hã ame aɖeke meli o
ID_vpdHebYk,ke hã ame aɖeke meli o
ID_vqRpjHyv,eƒo nu nam
ID_vrpKafGs,eƒo nu nam
ID_vsOoFEml,eƒo nu tso eŋu
ID_vtqDvMsE,ke hã ame aɖeke meli o
ID_vvqpccxB,ke hã ame siwo le eme la
ID_vwYCQcJZ,ke hã ame aɖeke meli o
ID_vxzpwViA,ke hã ame sia ame ame aɖeke meli o
ID_vyJcgcBM,ke hã hã ame aɖeke meli o
ID_vzOINvCG,eƒo nu nam
ID_wAcaCYNy,ke hã ame aɖeke meli o
ID_wAmNdiPV,ke hã ame aɖeke meli o
ID_wBtOtfCf,ke hã ame aɖeke mele o
ID_wCUSzmmB,eƒo nu nam
ID_wCdnRcoE,ke hã ame sia ame ame aɖeke mele o
ID_wDFOozpf,ke hã ame aɖeke meli o
ID_wDgHayGq,ke hã ame aɖeke meli o
ID_wEiVWZNz,ke hã ame aɖeke meli o
ID_wFeuGDqZ,eƒo nu tso eŋu
ID_wGJyHWqJ,ke hã hã ame aɖeke meli o
ID_wHqYYnYT,"le ƒè eve megbe la, meŋlɔ nu nam"
ID_wJbyXjuJ,ke hã ame aɖeke meli o
ID_wJujZuRr,ke hã hã ame aɖeke meli o
ID_wKegkKLB,ke hã ame sia ame ɖe sia ɖe edzi be woado ŋgɔ na mi
ID_wMKkGsMA,ke hã ame siwo le eme la
ID_wMYQckKM,ke hã ame aɖeke meli o
ID_wMmPVfhd,ke hã hã ame aɖeke meli o
ID_wNbeVKmI,eƒo nu nam
ID_wNyJmWvS,eƒo nu nam
ID_wOuWFArV,ke hã ame aɖeke meli o
ID_wRFyKSTA,ke hã hã ame aɖeke meli o
ID_wTEPtQLp,ke hã ame aɖeke meli o
ID_wVgDHyTT,ke hã ame aɖeke meli o
ID_wVxOLpMM,ke hã ame aɖeke meli o
ID_wXIaEMNT,ke hã ame siwo le eme la
ID_wXpQPjrR,eƒo nu nam
ID_wYjhRTEx,eƒo nu tso eŋu
ID_waSkrFoW,ke hã ame siwo le eme la
ID_wbgoPOpK,eƒo nu nam
ID_wfUouiCw,ke hã ame aɖeke meli o
ID_whbVJodY,ke hã ame aɖeke meli o
ID_wiDRVWEO,ke hã ame aɖeke meli o
ID_wiexWbUA,ke hã hã ame aɖeke meli o
ID_wjpftwrD,eƒo nu nam
ID_wkCSyUuU,eƒo nu tso eŋu
